placement_id,company_name,topic,url,safety_decision,safety_confidence,risk_categories,matched_signals,safety_rationale,llm_safety_decision,llm_safety_confidence,llm_risk_categories,llm_safety_rationale,decision_match,rules_signal_explanations
239,Jet3 Holidays,comedian,https://www.youtube.com/watch?v=jyI0wRCPQpw,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is on a YouTube channel for a comedian, which is generally not directly related to the advertiser's hard unsafe categories. However, the title and topic information is missing or labeled as 'nan', creating uncertainty about the content. Given this missing key information, and the advertiser's extra sensitivity to travel-adjacent incidents, a review decision is prudent to ensure no sensitive content such as aviation incidents or related topics are present.",False,
240,Jet3 Holidays,comedian,https://www.youtube.com/watch?v=SHVdARnDR8M,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,click_quality;unknown_content,"The placement is a YouTube video with an unknown title and a topic labeled as 'comedian'. This does not directly indicate any of the advertiser's hard unsafe categories such as aviation incidents or war, but the lack of a clear title/topic and presence of invalid clicks (200 out of 4836) suggest uncertainty about content quality and relevance, warranting review due to click quality concerns and unknown content.",False,
241,Jet3 Holidays,Travel blog,https://www.youtube.com/watch?v=yI32Ijk9Lbs,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,click_quality,"The placement is a travel blog on Youtube, which is generally relevant and appropriate for Jet3 Holidays. There are no indications of aviation incidents, war, or other hard unsafe categories. However, the title is missing, and there is a non-trivial number of invalid clicks (74 out of 2390), which raises concerns about click quality. Due to missing title info and moderate invalid clicks, the placement warrants review rather than a definitive safe judgment.",False,
242,Jet3 Holidays,Travel blog,https://www.youtube.com/watch?v=z8UbYfEk_3U,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is a travel blog video on YouTube, which aligns with the advertiser's sector. However, critical metadata such as the title and detailed content of the video is missing, creating uncertainty about the nature of the content. Given the advertiser's sensitivity to aviation incidents, transport disruptions, and related risks, and the possibility of content indirectly touching on these themes without clear evidence, the placement should be reviewed to ensure safety.",False,
243,Jet3 Holidays,Travel blog,https://www.youtube.com/watch?v=N3kxGX2PL2w,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,click_quality,"The placement is a travel blog on YouTube, which generally aligns with the advertiser's category. However, the video lacks a title and has a relatively high ratio of invalid clicks (261 out of 7384), raising concerns about click quality. No evidence of hard unsafe categories is present, but the missing title and click irregularities introduce uncertainty requiring review.",False,
244,Jet3 Holidays,Travel blog,https://www.youtube.com/watch?v=62HNX1fLqFw,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,click_quality,"The placement is a travel blog on YouTube, which aligns with the advertiser's travel focus. However, the title is missing, which creates some uncertainty about the content's appropriateness. Additionally, the invalid click rate (174 invalid clicks out of 2700 total clicks) may indicate potential click quality issues, which is a review category for this advertiser. No direct evidence of any hard unsafe categories is present, but due to the missing title and invalid click concerns, a review decision is warranted.",False,
245,Jet3 Holidays,Travel blog,https://www.youtube.com/watch?v=_9aUy56n-yI,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,click_quality,"The placement is on a travel blog which is relevant to the advertiser. However, the title is missing (nan), and there are a significant number of invalid clicks (1260 out of 17284), raising concerns about click quality. Given the advertiser's sensitivity to travel-related issues and the evidence of invalid clicks, this placement warrants review.",False,
246,Jet3 Holidays,Travel blog,https://www.youtube.com/watch?v=ZijxdRhquR8,review,medium,click_quality,invalid_click_rate:10.0%->click_quality,Review for Jet3 Holidays: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:10.0%->click_quality.,review,medium,unknown_content,"The placement is on a YouTube travel blog which aligns with the travel advertiser's domain, but the video title is missing ('nan'), providing insufficient context to fully assess safety. Given the advertiser's sensitivity to aviation incidents, transport disruption, war, terrorism, and travel-adjacent disasters, lack of detailed content raises uncertainty that warrants review rather than an automatic safe classification.",True,invalid click rate 10.0% triggered click_quality
247,Jet3 Holidays,Travel blog,https://www.youtube.com/watch?v=UyF6UoaG_bQ,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is a travel blog on YouTube, which generally aligns with the advertiser's travel focus and does not inherently pose risks related to the hard unsafe categories. However, the lack of a title and detailed topic information introduces uncertainty, as it is unclear whether the content might include sensitive topics such as aviation incidents or travel disruptions relevant to the advertiser's extra-sensitive concerns. Therefore, a cautious review decision is appropriate.",False,
248,Jet3 Holidays,Travel blog,https://www.youtube.com/watch?v=obxSbQoTe_8,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is a travel blog on YouTube, which aligns generally with the advertiser's domain. However, the lack of a title and detailed content description presents uncertainty about the specific content and possible sensitive issues related to aviation incidents, transport disruption, or conflict. Given the advertiser's sensitivity to aviation incidents, war, and related risks, and in absence of more detailed evidence, a review decision is prudent.",False,
249,Jet3 Holidays,Travel blog,https://www.youtube.com/watch?v=hs3hWO4ZBvo,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is on a travel blog YouTube channel, which aligns with the advertiser's industry. However, the title is missing (nan), leading to uncertainty about the specific content. No direct evidence of hard unsafe categories was found, but the incomplete metadata creates some ambiguity regarding content sensitivity.",False,
250,Jet3 Holidays,Travel blog,https://www.youtube.com/watch?v=SkY1DiyCqTU,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is a travel blog on YouTube, which generally aligns with the advertiser's category. However, the title is missing (listed as nan), creating uncertainty about the specific content. There is no indication of hard unsafe categories like aviation incidents or war-related content from the provided evidence. Due to the missing title and lack of detailed content description, cautious review is recommended rather than assuming full safety.",False,
